  R.A.         Dec.      Mag     V     SigV
194.49250   -30.30833   0.00    16863   90
194.49375   -30.13444   15.26   15159   130
194.49917   -29.54556   17.88   31721   59
194.50042   -33.30722   16.30   27992   21
194.50167   -28.47111   18.63   17026   36
194.50417   -28.29778   19.14   19919   17
194.50875   -28.42861   19.31   22527   109
194.50917   -30.25250   0.00    17373   120
194.51500   -28.33222   18.60   19909   51
194.51583   -30.49083   16.20   14955   90
194.51750   -28.49750   15.60   19827   45
194.51792   -30.39722   0.00    16144   60
194.51792   -28.54833   19.35   20942   115
194.52375   -30.27444   15.43   16662   52
194.52375   -28.28444   17.93   19736   22
194.52583   -28.29750   18.48   19674   62
194.53000   -30.47000   17.61   22754   12
194.53042   -30.36806   0.00    16923   90
194.53417   -28.21444   16.40   22781   152
194.53500   -29.42000   15.00   25974   88
194.53917   -28.47361   19.40   20370   83
194.54458   -30.58722   15.10   4740    43
194.55708   -28.48944   19.22   20396   200
194.56500   -28.27250   17.84   23416   61
194.57625   -33.22833   15.73   2432    5
194.58042   -28.54250   18.73   20094   104
194.58333   -29.81889   17.80   16879   69
194.58625   -28.50389   18.32   20731   43
194.58708   -28.60417   19.22   20208   98
194.58875   -30.27222   0.00    17163   90
194.59667   -28.24722   18.90   22484   123
194.60042   -28.49167   17.72   20444   36
194.60375   -28.68194   18.46   19183   86
194.61083   -28.27944   18.38   23148   68
194.61167   -28.49556   15.43   20571   92
194.62125   -28.62083   18.28   20379   48
194.63042   -30.11250   15.90   16874   73
194.63292   -31.57556   15.60   15801   77
194.64250   -29.43694   17.78   25656   90
194.64667   -33.03750   14.80   10498   45
194.65208   -28.49528   19.09   32533   47
194.65792   -28.69278   18.40   19344   44
194.65917   -32.58250   15.40   4999    62
194.66333   -29.50861   18.31   32048   171
194.66542   -28.62444   17.05   21062   57
194.66625   -28.25778   17.93   19528   116
194.66667   -32.79111   0.00    61481   43
194.66917   -28.47944   17.58   20928   13
194.67208   -28.68861   19.04   31627   201
194.67458   -32.12167   15.00   5217    4
194.67667   -30.04889   16.30   17753   109
194.67708   -32.40722   14.39   9237    64
194.68125   -28.55306   17.45   20823   71
194.68167   -28.40167   19.06   20619   57
194.70000   -33.37139   15.90   4898    15
194.70708   -30.54500   16.30   15450   86
194.72250   -29.33056   18.66   32077   50
194.72917   -28.63750   18.59   20706   155
194.73917   -32.95944   0.00    10593   35
194.74000   -32.96222   16.69   10603   6
194.75708   -28.55444   19.25   15830   79
194.76375   -31.74694   15.59   15520   86
194.77167   -32.12250   14.38   8442    60
194.78333   -28.27278   16.70   16707   66
194.80625   -31.97861   16.60   12052   81
194.82833   -30.08250   16.20   14739   76
194.83125   -29.61472   15.13   3025    29
194.83167   -29.17833   15.34   2217    69
194.84208   -29.16028   18.68   37148   106
194.86333   -29.81694   17.25   14779   69
194.87875   -28.07472   15.57   3214    140
194.90417   -29.25833   15.50   3213    54
194.91125   -30.45306   15.80   17170   152
194.91500   -28.79139   16.40   25271   62
194.91667   -30.58417   16.10   4663    115
194.92792   -33.37194   15.40   4711    11
194.93208   -32.62139   15.36   22833   81
194.94125   -29.60028   14.41   2798    10
194.94542   -29.21111   18.62   33036   145
194.95917   -30.54111   15.90   16274   59
194.98833   -30.91083   16.60   9435    127
195.00625   -33.39444   15.70   35370   22
195.07542   -29.73472   17.56   17183   46
195.08750   -31.95278   15.79   16317   61
195.09875   -31.43833   14.44   3586    33
195.10042   -32.01417   14.57   12359   81
195.11000   -32.30250   0.00    10912   120
195.11417   -32.31556   15.70   10912   120
195.12042   -31.13278   16.60   24756   49
195.12750   -30.86500   14.79   17057   93
195.13583   -32.78583   0.00    4766    120
195.13750   -31.59222   15.86   16787   95
195.13750   -31.40750   16.70   3344    70
195.14583   -28.89333   18.60   20412   14
195.15958   -32.79917   14.25   4697    3
195.17708   -29.85500   17.54   18381   22
195.18500   -28.49528   16.60   2613    125
195.18917   -32.72861   18.13   5101    150
195.19333   -29.72639   17.45   32185   103
195.20458   -33.35333   0.00    4977    108
195.21208   -32.21028   16.30   11014   91
195.21750   -30.83111   16.30   9313    79
195.21875   -29.63528   17.80   28528   72
195.22500   -32.54083   18.43   29886   128
195.23000   -28.80083   18.12   16301   146
195.23417   -28.35306   15.12   2485    53
195.24917   -32.43694   0.00    5300    200
195.25333   -32.44139   12.90   5109    7
195.26250   -30.47111   15.94   2956    84
195.27542   -31.43500   15.97   3439    60
195.28042   -29.90639   18.40   16529   78
195.28417   -28.99944   18.17   19563   38
195.28500   -30.81417   14.52   9572    85
195.31167   -29.15194   17.99   25461   84
195.32000   -32.96139   17.79   35313   32
195.32583   -32.26722   14.52   4614    39
195.33500   -32.40306   14.61   9397    24
195.33917   -28.57306   18.35   22666   111
195.34500   -30.93500   13.72   4935    10
195.34833   -28.82500   17.94   20113   36
195.35750   -32.52083   15.60   25416   45
195.37208   -32.33333   15.40   4962    34
195.37375   -31.10806   15.90   3764    57
195.37792   -30.86833   14.24   5291    6
195.38250   -31.92917   15.83   25297   64
195.38375   -32.29111   13.33   4606    5
195.39917   -30.13194   16.00   11212   211
195.40083   -30.06583   14.07   2890    60
195.40708   -28.60722   16.30   8499    74
195.41792   -28.00194   16.60   21063   95
195.42375   -30.91222   13.58   5333    23
195.43583   -32.56500   18.33   9108    206
195.44750   -32.93306   18.09   16453   123
195.48000   -29.12056   18.78   20128   47
195.48458   -29.40694   17.24   14821   66
195.48667   -32.59111   17.20   9259    24
195.49917   -31.05806   16.00   5432    96
195.50708   -32.61306   15.49   10635   47
195.51792   -32.77528   17.51   9141    133
195.52917   -32.78722   14.33   9346    29
195.53125   -33.12056   15.00   4995    10
195.53375   -29.21694   16.37   3951    52
195.53375   -32.53972   16.47   5140    12
195.53500   -33.05139   16.30   9383    108
195.54458   -33.97528   16.40   4721    12
195.54458   -32.92472   17.85   25623   30
195.54917   -30.43889   14.74   3189    21
195.55333   -32.76694   15.52   9460    112
195.57250   -32.76222   14.89   4905    11
195.57250   -32.37778   15.43   9802    10
195.58583   -30.09944   16.60   15010   56
195.60292   -32.94639   18.32   2978    111
195.60958   -32.02722   15.46   14294   91
195.61375   -32.54278   16.10   9434    77
195.64250   -33.67639   15.50   36189   23
195.64292   -32.98500   19.03   8209    116
195.65000   -34.31722   15.24   7874    73
195.68500   -29.65056   16.70   14732   233
195.68542   -32.67722   0.00    4865    35
195.68542   -28.83694   18.05   26028   33
195.69042   -32.67861   15.50   4865    35
195.69083   -28.47472   18.28   15304   146
195.70167   -28.75444   18.64   23276   106
195.71792   -32.85583   16.20   4935    93
195.73750   -28.17083   18.48   32293   65
195.75208   -28.52722   15.60   3474    58
195.75500   -32.84083   14.36   4846    4
195.75500   -36.62778   15.86   3443    36
195.75542   -28.70222   18.55   31959   34
195.76208   -30.79306   13.72   3013    40
195.77333   -28.89472   18.74   32412   56
195.77500   -28.14417   16.00   8549    59
195.78333   -32.96806   18.25   9655    48
195.79458   -31.51194   16.30   16914   78
195.79667   -31.64000   16.30   15886   6
195.82000   -35.49389   16.60   4819    51
195.82583   -30.52111   13.67   2921    9
195.83708   -32.23472   0.00    4914    19
195.83833   -33.97861   15.53   23713   68
195.84875   -32.23722   13.95   4852    10
195.85375   -31.32250   14.62   4912    25
195.87375   -29.82889   13.98   2912    8
195.88208   -32.78139   15.10   4820    261
195.88875   -32.86667   14.62   4816    10
195.89625   -28.23389   18.62   20459   39
195.93083   -28.24111   15.01   14523   82
195.93167   -30.28694   15.60   3739    40
195.93417   -28.06917   15.36   14633   127
195.94167   -32.02389   16.50   14168   57
195.95708   -31.47194   15.70   15712   99
195.97583   -36.53694   14.32   10298   56
195.99208   -31.48083   16.00   16593   136
196.00208   -28.37444   18.60   31361   32
196.00250   -30.36917   13.99   3622    8
196.00708   -27.85806   16.09   3355    136
196.03500   -31.27611   15.88   3640    80
196.04500   -30.84500   16.50   24386   108
196.05500   -29.52222   18.24   14562   34
196.06500   -36.46722   15.74   27469   33
196.06625   -33.87556   15.80   21437   126
196.06792   -30.51722   0.00    3186    15
196.06875   -30.56750   16.40   19428   50
196.07125   -30.52639   11.77   3117    8
196.08375   -30.16361   14.78   3603    30
196.08500   -32.49056   0.00    9500    66
196.08667   -35.22778   15.01   2582    5
196.09125   -32.35472   15.13   9667    10
196.09208   -37.51556   15.61   15818   101
196.09417   -31.19528   14.42   15752   109
196.09417   -28.70056   14.49   5664    11
196.09625   -30.42444   14.90   3509    55
196.09667   -28.74472   15.61   5434    16
196.10667   -32.55500   16.50   15201   117
196.10833   -29.55111   0.00    15529   120
196.11625   -29.56500   15.93   15441   43
196.12583   -32.25139   15.07   9486    40
196.12625   -28.38944   14.32   5280    124
196.13042   -31.34778   16.50   15564   81
196.13125   -30.17056   13.83   3837    34
196.13292   -29.65694   15.50   9298    38
196.14792   -29.84278   17.82   25772   32
196.16500   -29.46389   15.40   3681    62
196.17417   -30.15806   15.30   3545    89
196.19667   -30.36028   16.60   3487    55
196.19833   -28.37167   18.79   14685   13
196.20833   -30.24417   13.72   3188    25
196.20875   -30.74667   17.52   15698   35
196.21083   -30.49056   14.31   3536    40
196.21542   -32.09806   15.70   9502    75
196.21750   -28.60389   18.61   14608   10
196.23292   -32.10306   15.40   9124    90
196.23958   -31.67083   15.80   16055   82
196.24500   -36.83833   15.84   17698   13
196.25208   -29.60889   15.80   3528    51
196.26833   -37.59583   0.00    15567   27
196.26958   -29.18694   18.03   31066   40
196.28292   -28.39611   14.55   9471    93
196.28542   -32.19139   14.70   9478    40
196.28667   -28.39583   17.13   9427    64
196.29500   -29.88639   18.00   17928   72
196.32083   -30.86944   18.66   39399   47
196.32500   -28.86028   18.59   14998   10
196.33417   -35.33750   12.62   2409    8
196.33417   -36.08722   15.60   13168   98
196.34458   -35.33417   0.00    2409    70
196.34583   -30.10278   15.50   3296    62
196.35875   -36.53139   14.90   37525   71
196.35958   -28.97056   18.43   31290   46
196.36625   -29.16972   17.53   30365   81
196.38167   -37.63972   0.00    13970   14
196.38208   -29.90028   18.07   20303   82
196.38250   -36.03667   16.40   12996   43
196.38333   -29.41667   17.81   19655   23
196.38375   -31.51333   16.20   16313   97
196.38458   -32.96056   15.34   4809    36
196.38708   -28.41111   18.09   22919   60
196.39583   -28.45917   14.48   3407    10
196.39667   -31.04194   17.58   32296   81
196.40292   -29.21000   16.48   3530    47
196.40375   -34.29944   15.86   25647   42
196.41458   -37.60389   0.00    13641   29
196.41875   -37.61250   0.00    15675   30
196.42083   -31.96083   16.50   13293   55
196.42542   -30.95306   17.50   29902   59
196.43000   -29.75472   15.90   3720    93
196.43208   -31.52750   15.56   16416   82
196.43208   -28.41750   17.01   1499    0
196.44125   -29.14472   17.56   31561   31
196.44333   -27.77111   16.50   16301   84
196.44458   -28.42222   15.50   2299    94
196.45583   -36.75028   14.39   10092   72
196.45917   -30.60278   18.73   31889   66
196.46042   -30.54111   18.71   39476   119
196.47292   -28.64917   18.66   31314   71
196.47500   -28.33306   17.38   2266    35
196.47500   -29.56833   18.72   22248   37
196.47667   -29.08167   15.80   14656   75
196.47833   -32.05306   16.50   9350    86
196.49208   -37.61222   0.00    51  41
196.50125   -37.51028   16.10   14620   20
196.50417   -37.61639   0.00    14693   18
196.50458   -37.64889   0.00    13655   17
196.50958   -37.60083   15.50   14899   97
196.51125   -29.19667   17.06   15063   42
196.51333   -36.00917   15.70   24066   96
196.51833   -34.31750   14.80   14977   71
196.52000   -29.75444   13.20   3462    10
196.52667   -29.56750   16.40   15801   77
196.53042   -37.60111   15.70   14836   20
196.53458   -31.71972   15.48   3395    44
196.53500   -30.03139   15.33   3129    17
196.53583   -31.48556   15.09   15963   35
196.54375   -37.58583   14.09   4938    47
196.54542   -29.72694   14.80   3303    40
196.55083   -29.55528   16.00   20188   95
196.55125   -37.58611   0.00    16074   32
196.55458   -30.16056   14.66   3253    103
196.56000   -37.60444   0.00    14957   21
196.56625   -37.00556   15.65   14943   69
196.58333   -37.59556   0.00    15125   26
196.58333   -31.09528   17.24   3783    97
196.58375   -29.56333   15.68   20080   71
196.59042   -34.63278   16.30   36536   50
196.59500   -29.14417   16.50   14802   97
196.60208   -37.57028   0.00    37581   42
196.60250   -29.55056   18.60   20478   64
196.60333   -30.23972   17.17   15490   105
196.60333   -28.23694   17.93   38966   44
196.61042   -37.27056   0.00    33716   59
196.61208   -37.62972   0.00    14335   18
196.61292   -28.37472   18.37   32462   52
196.61750   -33.91722   0.00    13980   150
196.62000   -33.93000   16.50   13970   120
196.62125   -30.16889   15.60   15374   103
196.62958   -37.55417   0.00    14825   27
196.63167   -29.22556   16.30   15038   71
196.63292   -35.94028   15.78   14737   72
196.64333   -34.19389   15.62   25475   184
196.65833   -29.63944   17.18   19754   45
196.68125   -34.37333   16.60   19102   17
196.68167   -37.60917   0.00    15445   71
196.69333   -34.19972   16.40   29038   30
196.69458   -28.20389   15.30   23485   88
196.69667   -37.62528   0.00    14723   62
196.69792   -30.19556   17.74   3443    107
196.71292   -36.98250   15.92   15011   215
196.71417   -37.56639   15.80   15050   19
196.71708   -28.93472   17.48   21435   75
196.72083   -28.55778   13.12   2211    7
196.72833   -32.33472   16.70   14874   81
196.73167   -28.66389   17.38   31893   89
196.73292   -28.88722   18.67   26429   30
196.73375   -37.36917   15.65   14058   47
196.75000   -37.48222   15.40   14122   17
196.75083   -28.30694   18.61   6330    60
196.75458   -30.23917   15.80   3852    85
196.76667   -29.13361   18.64   35006   122
196.77125   -32.29861   16.40   9315    60
196.77417   -30.43583   16.00   2925    51
196.77833   -28.82167   18.57   34453   33
196.78375   -33.86444   14.67   9010    15
196.78667   -33.86611   0.00    9260    60
196.78708   -31.67972   16.50   15873   161
196.78917   -28.22806   12.75   2265    8
196.78958   -33.86722   15.50   9091    15
196.79167   -32.19194   15.88   9342    17
196.79708   -31.69667   15.70   15493   62
